x,world-population,terrestrial-biosphere-degradation,domesticated-land,coastal-nitrogen,tropical-forest-lost,shrimp-aquaculture,ocean-acidification,marine-fish-capture,stratospheric-ozone,surface-temperature,nitrous-dioxide,methane,carbon-dioxide,international-tourism,telecommunications,transportation,fertilizer-consumption,paper-production,water-use,large-dam,primary-energy-use,foreign-direct-investement,real-gdp,urban-population
0.933548,,,,,,,,,,,,0.28077,,,,,,,,,,,,
0.934179,,,,,,,,,,0.158522,,,,,,,,,,,,,,
0.934504,,,,,,,,,,,,0.281059,,,,,,,,,,,,
0.937097,,,,,,,,,,,,,0.255302,,,,,,,,,,,
0.937726,,0.25656,,,,,,,,,,,,,,,,,,,,,,
0.938824,,,,,0.322544,,,,,,,,,,,,,,,,,,,
0.939099,,,0.465189,,,,,,,,,,,,,,,,,,,,,
0.939687,0.230802,,,,,,,,,,,,,,,,,,,,,,,
0.939832,,,,,,,,,,0.17299,,,,,,,,,,,,,,
0.940148,,,,,,,,,,,,,,,,,,,,,,,0.046685,
0.940781,,,,,,,,,,,,,,,,,,,,0.046686,,,,
0.940855,,,,,,,,,,,,,,,,,0.017152,,,,,,,
0.942568,,,,,,,,,,,,,,,,,,,,,,,,0.09005
0.942964,,,,,,,,,,,,,,,,,,,0.184309,,,,,
0.943233,,,,,,,,,,,0.32884,,,,,,,,,,,,,
0.943294,,,,,,,,,,,,0.284358,,,,,,,,,,,,
0.943774,,,,0.113304,,,,,,,,,,,,,,,,,,,,
0.94485,,,,,,,,,,0.188085,,,,,,,,,,,,,,
0.946951,,,,,,,,,,,,,,,,,,,,,0.1064,,,
0.947316,,,,,,,0.213227,,,,,,,,,,,,,,,,,
0.948067,,,,,,,,,,,,0.28635,,,,,,,,,,,,
0.948397,,,,,,,,,,,,0.286123,,,,,,,,,,,,
0.949715,,,,,,,,,,,,,0.264761,,,,,,,,,,,
0.950178,,,,,0.332,,,,,,,,,,,,,,,,,,,
0.950503,,,,,,,,,,0.202553,,,,,,,,,,,,,,
0.951083,,,0.475275,,,,,,,,,,,,,,,,,,,,,
0.952252,,0.260998,,,,,,,,,,,,,,,,,,,,,,
0.952801,,,,,,,,,,,,,,,,,,,,,,,0.04232,
0.954169,,,,,,,,0.00085,,,,,,,,,,,,,,,,
0.954847,0.234612,,,,,,,,,,,,,,,,,,,,,,,
0.954973,,,,,,,,,,,,,,,,,,,0.184341,,,,,
0.955852,,,,,,,,,,,0.337671,,,,,,,,,,,,,
0.956032,,,,,,,,,,,,,,,,,0.014051,,,,,,,
0.956155,,,,,,,,,,0.217021,,,,,,,,,,,,,,
0.956417,,,,,,,,,,,,0.290925,,,,,,,,,,,,
0.957725,,,,,,,,,,,,,,,,,,,,,,,,0.095117
0.95775,,,,,0.337047,,,,,,,,,,,,,,,,,,,
0.957824,,,,,,,,,,,,,,,,,,,,0.055529,,,,
0.95894,,,,0.114601,,,,,,,,,,,,,,,,,,,,
0.959935,,,,,,,0.222058,,,,,,,,,,,,,,,,,
0.960843,,,,,,,,,,,,,,,,,,,,,0.112092,,,
0.961019,,,,,,,,,,,,0.293697,,,,,,,,,,,,
0.962334,,,,,,,,,,,,,0.273592,,,,,,,,,,,
0.962526,,,,,,,,,,,,,,,,,,,0.196929,,,,,
0.96307,,,0.484105,,,,,,,,,,,,,,,,,,,,,
0.963071,,,,,,,,,,0.231492,,,,,,,,,,,,,,
0.964569,,,,,,,,,,,,0.295499,,,,,,,,,,,,
0.96678,,0.264807,,,,,,,,,,,,,,,,,,,,,,
0.967206,,,,,,,,,,,0.347127,,,,,,,,,,,,,
0.967337,,,,,,,,,,,,,,,,,,,,,,,0.042987,
0.968941,,,,,,,,,,,,0.29848,,,,,,,,,,,,
0.969323,,,,,,,,0.007174,,,,,,,,,,,,,,,,
0.969989,,,,,,,,,,0.245335,,,,,,,,,,,,,,
0.970007,0.238423,,,,,,,,,,,,,,,,,,,,,,,
0.970321,,,,,,,,,,,,0.304025,,,,,,,,,,,,
0.970371,,,,,0.34525,,,,,,,,,,,,,,,,,,,
0.971719,,,,,,,,,,,,,,,,,,,,0.059965,,,,
0.971834,,,,,,,,,,,,,,,,,0.014093,,,,,,,
0.97237,,,,,,,,,,,,0.30441,,,,,,,,,,,,
0.972552,,,,,,,0.231517,,,,,,,,,,,,,,,,,
0.972883,,,,,,,,,,,,,,,,,,,,,,,,0.099556
0.973262,,,,,,,,,,,,,,,,,,,0.200728,,,,,
0.973293,,,,,,,,,,,,0.309773,,,,,,,,,,,,
0.974105,,,,0.116526,,,,,,,,,,,,,,,,,,,,
0.974753,,,,,,,,,,,,,,,,,,,,,0.110244,,,
0.975057,,,0.492934,,,,,,,,,,,,,,,,,,,,,
0.975591,,,,,,,,,,,,,0.279911,,,,,,,,,,,
0.976906,,,,,,,,,,0.259806,,,,,,,,,,,,,,
0.977858,,,,,,,,,,,,0.315327,,,,,,,,,,,,
0.979827,,,,,,,,,,,0.355329,,,,,,,,,,,,,
0.980675,,0.269242,,,,,,,,,,,,,,,,,,,,,,
0.981188,,,,,,,,,,,,0.316373,,,,,,,,,,,,
0.98299,,,,,0.354081,,,,,,,,,,,,,,,,,,,
0.983135,,,,,,,,,,,,,,,,,,,,,,,0.044285,
0.984458,,,,,,,,,,0.273023,,,,,,,,,,,,,,
0.984535,0.242232,,,,,,,,,,,,,,,,,,,,,,,
0.984634,,,,,,,,,,,,,,,,,,,0.202644,,,,,
0.984814,,,,,,,,,,,,0.319898,,,,,,,,,,,,
0.984978,,,,,,,,,,,,,,,,,,,,0.065656,,,,
0.986412,,,0.501762,,,,,,,,,,,,,,,,,,,,,
0.987079,,,,,,,0.235955,,,,,,,,,,,,,,,,,
0.987408,,,,,,,,,,,,,,,,,,,,,,,,0.104622
0.987582,,,,,,,,,,,,,0.287484,,,,,,,,,,,
0.987632,,,,,,,,,,,,,,,,,0.015391,,,,,,,
0.988635,,,,0.119707,,,,,,,,,,,,,,,,,,,,
0.988641,,,,,,,,,,,,,,,,,,,,,0.117193,,,
0.992008,,,,,,,,,,0.286867,,,,,,,,,,,,,,
0.99217,,,,,,,,,,,,0.324074,,,,,,,,,,,,
0.993078,,,,,0.364162,,,,,,,,,,,,,,,,,,,
0.993177,,,,,,,,,,,,0.324574,,,,,,,,,,,,
0.993721,,,,,,,,,,,0.359765,,,,,,,,,,,,,
0.995203,,0.273051,,,,,,,,,,,,,,,,,,,,,,
0.995539,,,,,,,,,,,,0.330219,,,,,,,,,,,,
0.997029,,,,,,,,,,,,,,,,,,,,,,,0.048721,
0.997895,,,,,,,,,,,,,,,,,,,0.207706,,,,,
0.998369,,,,,,,,0.018562,,,,,,,,,,,,,,,,
0.998432,,,,,,,0.245411,,,,,,,,,,,,,,,,,
0.999503,,,,,,,,,,,,,,,,,,,,0.070721,,,,
0.999692,0.247299,,,,,,,,,,,,,,,,,,,,,,,
1.00019,,,,,,,,,,0.300714,,,,,,,,,,,,,,
1.001106,,,,,,,,,,,,0.333401,,,,,,,,,,,,
1.001931,,,,,,,,,,,,,,,,,,,,,,,,0.110316
1.00211,,,,,,,,,,,,,0.291293,,,,,,,,,,,
1.002162,,,,,,,,,,,,,,,,,0.018572,,,,,,,
1.002549,,,,,,,,,,,,,,,,,,,,,0.115973,,,
1.003665,,,,,0.372246,,,,,,,,,,,,,,,,,,,
1.003798,,,,0.122261,,,,,,,,,,,,,,,,,,,,
1.003813,,,0.513393,,,,,,,,,,,,,,,,,,,,,
1.007666,,,,,,,,,,,,0.337377,,,,,,,,,,,,
1.008251,,,,,,,,,,,0.362946,,,,,,,,,,,,,
1.008619,,,,,,,,,,,,,,,,,,,0.215904,,,,,
1.009006,,,,,,,,,,0.313933,,,,,,,,,,,,,,
1.009097,,0.277487,,,,,,,,,,,,,,,,,,,,,,
1.010285,,,,,,,,,,,,,,,,,,,,,,,0.055669,
1.011053,,,,,,,0.253613,,,,,,,,,,,,,,,,,
1.011437,,,,,,,,,,,,0.341939,,,,,,,,,,,,
1.012055,,,,,,,,,,,,,0.295247,,,,,,,,,,,
1.012123,,,,,,,,,,,,,,,,,,,,0.078924,,,,
1.014215,0.252993,,,,,,,,,,,,,,,,,,,,,,,
1.014618,,,,,,,,,,,,0.343729,,,,,,,,,,,,
1.015191,,,,,,,,,,,,,,,,,,,,,0.116007,,,
1.016455,,,,,,,,,,,,,,,,,,,,,,,,0.11601
1.017099,,,,,,,,,,,,,0.300287,,,,,,,,,,,
1.017323,,,,,,,,,,,,,,,,,0.021754,,,,,,,
1.017695,,,,0.12544,,,,,,,,,,,,,,,,,,,,
1.01773,,,,,,,,,,,0.363599,,,,,,,,,,,,,
1.018197,,,,,,,,,,,,0.345718,,,,,,,,,,,,
1.018457,,,,,,,,,,0.325898,,,,,,,,,,,,,,
1.019985,,,,,,,,,,,,,,,,,,,0.220333,,,,,
1.020835,,,0.527154,,,,,,,,,,,,,,,,,,,,,
1.023623,,0.281924,,,,,,,,,,,,,,,,,,,,,,
1.02418,,,,,,,,,,,,,,,,,,,,,,,0.060104,
1.024207,,,,,,,,,,,,,0.301406,,,,,,,,,,,
1.025381,,,,,,,,,,,,,,,,,,,,0.085243,,,,
1.025575,,,,,,,0.259936,,,,,,,,,,,,,,,,,
1.025928,,,,,0.396744,,,,,,,,,,,,,,,,,,,
1.027176,,,,,,,,,,,,,,,,,,,,,0.125465,,,
1.027906,,,,,,,,,,0.338491,,,,,,,,,,,,,,
1.02874,0.258059,,,,,,,,,,,,,,,,,,,,,,,
1.029727,,,,,,,,,,,,0.352478,,,,,,,,,,,,
1.029947,,,,,,,,,,,,,,,,,0.0287,,,,,,,
1.030351,,,,,,,,,,,0.371802,,,,,,,,,,,,,
1.030978,,,,,,,,,,,,,,,,,,,,,,,,0.121705
1.031347,,,,,,,,,,,,,,,,,,,0.226647,,,,,
1.032209,,,,,,,,,,,,,,,,,0.037677,,,,,,,
1.032225,,,,0.12862,,,,,,,,,,,,,,,,,,,,
1.033828,,,,,,,,,,,,,0.308344,,,,,,,,,,,
1.034975,,,,,,,,0.040025,,,,,,,,,,,,,,,,
1.03661,,,0.538169,,,,,,,,,,,,,,,,,,,,,
1.036709,,,,,,,,,,,,0.356738,,,,,,,,,,,,
1.036819,,,,,,,,,,,,,,,,,,,,,,,0.060766,
1.036927,,,,,,,0.27002,,,,,,,,,,,,,,,,,
1.037355,,,,,,,,,,0.351084,,,,,,,,,,,,,,
1.037515,,0.287617,,,,,,,,,,,,,,,,,,,,,,
1.038148,,,,,,,,,,,,,,,,,0.035006,,,,,,,
1.038635,,,,,,,,,,,,,,,,,,,,0.092819,,,,
1.041703,,,,,,,,,,,,,,,,,,,,,0.129902,,,
1.043372,,,,,,,,,,,,,,,,,,,0.220395,,,,,
1.043895,0.263755,,,,,,,,,,,,,,,,,,,,,,,
1.044188,,,,,0.416992,,,,,,,,,,,,,,,,,,,
1.044242,,,,,,,,,,,0.377494,,,,,,,,,,,,,
1.044398,,,,,,,,,,,,,0.315284,,,,,,,,,,,
1.044855,,,,0.133053,,,,,,,,,,,,,,,,,,,,
1.0455,,,,,,,,,,,,,,,,,,,,,,,,0.128027
1.045661,,,,,,,,,,,,,,,,,0.032171,,,,,,,
1.046171,,,,,,,,,,0.364303,,,,,,,,,,,,,,
1.048696,,,,,,,,,,,,0.365567,,,,,,,,,,,,
1.048883,,,0.545184,,,,,,,,,,,,,,,,,,,,,
1.050621,,,,,,,,,,,,,,,,,,,,0.102277,,,,
1.050736,,,,,,,,,,,,,,,,,,,,,,,0.056405,
1.050816,,,,,,,0.276341,,,,,,,,,,,,,,,,,
1.052689,,,,,,,,,,,,,,,,,0.033788,,,,,,,
1.05284,,,,,,,,,,,,,,,,,,,0.225447,,,,,
1.053089,,,,,,,,,,0.378146,,,,,,,,,,,,,,
1.054954,,,,,,,,,,,,,,,,,,,,,0.138735,,,
1.057783,0.270704,,,,,,,,,,,,,,,,,,,,,,,
1.058292,,,,,,,,,,,,,0.31972,,,,,,,,,,,
1.058542,,0.294586,,,,,,,,,,,,,,,,,,,,,,
1.05938,,,,0.138118,,,,,,,,,,,,,,,,,,,,
1.060006,,,,,,,,,,0.392618,,,,,,,,,,,,,,
1.06002,,,,,,,,,,,,,,,,,,,,,,,,0.134978
1.060683,,,,,,,,,,,,0.374396,,,,,,,,,,,,
1.062805,,,,,,,0.284542,,,,,,,,,,,,,,,,,
1.062928,,,,,,,,,,,,,,,,,,,0.235528,,,,,
1.063156,,,0.555197,,,,,,,,,,,,,,,,,,,,,
1.065144,,,,,,,,,,,,,,,,,,,,0.107971,,,,
1.065311,,,,,,,,,,,,,,,,,0.041362,,,,,,,
1.065658,,,,,,,,,,0.407086,,,,,,,,,,,,,,
1.066084,,,,,,,,,,,,0.38266,,,,,,,,,,,,
1.06621,,,,,0.437749,,,,,,,,,,,,,,,,,,,
1.066976,,,,,,,,,,,,,,,,,,,,,0.13374,,,
1.0676,,,,,,,,,,,,,0.325872,,,,,,,,,,,
1.070286,,,,,,,,0.074052,,,,,,,,,,,,,,,,
1.070678,,,,,,,,,,0.421552,,,,,,,,,,,,,,
1.071565,,0.302601,,,,,,,,,,,,,,,,,,,,,,
1.071673,0.277025,,,,,,,,,,,,,,,,,,,,,,,
1.073274,,,,0.142554,,,,,,,,,,,,,,,,,,,,
1.073468,,,,,,,,,,,,,,,,,,,,,,,0.065263,
1.073908,,,,,,,,,,,,,,,,,,,,,,,,0.141927
1.074415,,,0.566698,,,,,,,,,,,,,,,,,,,,,
1.074797,,,,,,,0.291486,,,,,,,,,,,,,,,,,
1.075429,,,,,,,,,,,,0.387634,,,,,,,,,,,,
1.075697,,,,,,,,,,0.436647,,,,,,,,,,,,,,
1.076116,,,,,,,,,,,,,0.332649,,,,,,,,,,,
1.076816,,,,,,,,,,,,,,,,,,,0.242477,,,,,
1.078397,,,,,,,,,,,,,,,,,,,,0.116175,,,,
1.078566,,,,,,,,,,,,,,,,,0.048938,,,,,,,
1.079581,,,,,,,,,,,0.40021,,,,,,,,,,,,,
1.079636,,,,,,,,,,,,,,,,,,,,,0.126233,,,
1.080716,,,,,,,,,,0.451741,,,,,,,,,,,,,,
1.081465,,,,,0.455994,,,,,,,,,,,,,,,,,,,
1.083383,,,,,,,,,,,,,0.333454,,,,,,,,,,,
1.083981,,,,,,,,,,,,0.391219,,,,,,,,,,,,
1.084637,,,,0.14824,,,,,,,,,,,,,,,,,,,,
1.085,,,,,,,,,,,,,,,,,,,0.255695,,,,,
1.085528,,,,,,,,,,,,,,,,,0.052367,,,,,,,
1.085736,,,,,,,,,,0.466208,,,,,,,,,,,,,,
1.086193,0.283976,,,,,,,,,,,,,,,,,,,,,,,
1.087347,,0.310872,,,,,,,,,,,,,,,,,,,,,,
1.087352,,,,,,,,,,,,0.396572,,,,,,,,,,,,
1.087996,,,,,,,,,,,,,,,,,,,,,,,0.069072,
1.088054,,,,,,,0.297806,,,,,,,,,,,,,,,,,
1.08843,,,,,,,,,,,,,,,,,,,,,,,,0.14825
1.09019,,,0.577713,,,,,,,,,,,,,,,,,,,,,
1.091388,,,,,,,,,,0.480676,,,,,,,,,,,,,,
1.091623,,,,,,,,,,,,,,,,,,,,,0.135062,,,
1.09165,,,,,,,,,,,,,,,,,,,,0.12438,,,,
1.091839,,,,,,,,,,,,,,,,,0.048973,,,,,,,
1.092848,,,,,,,,,,,,,0.339606,,,,,,,,,,,
1.093313,,,,,,,,,,,,0.401338,,,,,,,,,,,,
1.093472,,,,,,,,,,,0.405903,,,,,,,,,,,,,
1.096196,,,,,,,,,,,,,,,,,,,,,,,0.076006,
1.096467,,,,,0.474986,,,,,,,,,,,,,,,,,,,
1.09789,,,,,,,,,,,0.408428,,,,,,,,,,,,,
1.097893,,,,0.155187,,,,,,,,,,,,,,,,,,,,
1.098891,,,,,,,,,,,,,,,,,,,0.261388,,,,,
1.098938,,,,,,,,,,0.49452,,,,,,,,,,,,,,
1.100081,0.290925,,,,,,,,,,,,,,,,,,,,,,,
1.100549,,,,,,,,0.104295,,,,,,,,,,,,,,,,
1.101682,,,,,,,,,,,,,,,,,,,,,,,,0.156454
1.101875,,0.31914,,,,,,,,,,,,,,,,,,,,,,
1.102341,,,,,,,,,,,,,,,,,,,,,0.145773,,,
1.102581,,,,,,,0.302243,,,,,,,,,,,,,,,,,
1.102625,,,,,,,,,,,,,0.347644,,,,,,,,,,,
1.103846,,,,,,,,,,,,0.40869,,,,,,,,,,,,
1.104271,,,,,,,,,,,,,,,,,,,,0.132582,,,,
1.106212,,,0.589975,,,,,,,,,,,,,,,,,,,,,
1.107016,,,,,,,,,,,,,,,,,0.045872,,,,,,,
1.108399,,,,,,,,,-0.001254,,,,,,,,,,,,,,,
1.108813,,,,,,,,,,,,,,,,,,,,,,,0.085465,
1.11029,,,,,,,,,,0.504605,,,,,,,,,,,,,,
1.111151,,,,0.161506,,,,,,,,,,,,,,,,,,,,
1.112005,,0.32489,,,,,,,,,,,,,,,,,,,,,,
1.112423,,,,,,,,,,,0.410352,,,,,,,,,,,,,
1.112995,,,,,,,,,,,,0.412277,,,,,,,,,,,,
1.114057,,,,,,,,,,,,,,,,,,,0.262685,,,,,
1.114601,0.297876,,,,,,,,,,,,,,,,,,,,,,,
1.114935,,,,,,,,,,,,,,,,,,,,,,,,0.164658
1.116232,,,,,,,,,,,,,,,,,,,,,0.151466,,,
1.116726,,,,,0.498731,,,,,,,,,,,,,,,,,,,
1.117732,,,0.597487,,,,,,,,,,,,,,,,,,,,,
1.118163,,,,,,,,,,,,,,,,,,,,0.137646,,,,
1.118382,,,,,,,0.302285,,,,,,,,,,,,,,,,,
1.120162,,,,,,,,,,,,0.412296,,,,,,,,,,,,
1.120826,,,,,,,,,,,,,,,,,,,,,,,0.08424,
1.120934,,,,,,,,,,,,,,,,,0.040882,,,,,,,
1.122949,,,,,,,,,,0.497726,,,,,,,,,,,,,,
1.12377,,,,0.170337,,,,,,,,,,,,,,,,,,,,
1.123994,,0.333091,,,,,,,,,,,,,,,,,,,,,,
1.124336,,,,,,,,,,,,0.415078,,,,,,,,,,,,
1.124779,,,,,,,,,,,,,,,,,,,0.272139,,,,,
1.126012,,,,,,,,,,,,,0.347549,,,,,,,,,,,
1.127554,,,,,,,,,,,,,,,,,,,,,,,,0.173489
1.127584,,,,,,,,,,,,,,,,,,,,,0.16155,,,
1.128224,,,,,,,,,,,0.410394,,,,,,,,,,,,,
1.129123,0.304199,,,,,,,,,,,,,,,,,,,,,,,
1.131248,,,0.609244,,,,,,,,,,,,,,,,,,,,,
1.131653,,,,,,,0.303577,,,,,,,,,,,,,,,,,
1.132051,,,,,,,,,,,,,,,,,,,,0.144596,,,,
1.132286,,,,,,,,,,,,,,,,,0.050966,,,,,,,
1.132461,,,,,,,,,,0.485184,,,,,,,,,,,,,,
1.132888,,,,,,,,,,,,0.418664,,,,,,,,,,,,
1.13457,,,,,,,,0.148373,,,,,,,,,,,,,,,,
1.135762,,,,0.177282,,,,,,,,,,,,,,,,,,,,
1.136613,,0.341922,,,,,,,,,,,,,,,,,,,,,,
1.13899,,,,,0.522481,,,,,,,,,,,,,,,,,,,
1.139313,,,,,,,,,,,,,,,,,,,0.273435,,,,,
1.139572,,,,,,,,,,,,,,,,,,,,,0.170379,,,
1.140174,,,,,,,,,,,,,,,,,,,,,,,,0.18232
1.140706,,,,,,,,,,0.473895,,,,,,,,,,,,,,
1.1412,,,,,,,,,0.025226,,,,,,,,,,,,,,,
1.141233,,,,,,,,,,,,0.425415,,,,,,,,,,,,
1.141736,,,,,,,,,,,,,,,,,0.063559,,,,,,,
1.142119,,,,,,,,,,,0.41483,,,,,,,,,,,,,
1.143011,0.311148,,,,,,,,,,,,,,,,,,,,,,,
1.143759,,,0.621496,,,,,,,,,,,,,,,,,,,,,
1.144037,,,,,,,,,,,,,,,,,,,,0.154053,,,,
1.144916,,,,,,,0.307383,,,,,,,,,,,,,,,,,
1.145197,,,,,,,,,,,,0.432156,,,,,,,,,,,,
1.145695,,0.349432,,,,,,,,,,,,,,,,,,,,,,
1.146102,,,,,,,,,,,,,,,,,,,,,,,0.086821,
1.148591,,,,,,,,,,,,,,,,,0.071338,,,,,,,
1.148767,,,,,,,,,,,,,,,,,,,0.284142,,,,,
1.14941,,,,,,,,,,,,,,0.027761,,,,,,,,,,
1.149673,,,,,,,,0.174805,,,,,,,,,,,,,,,,
1.149739,,,,,0.537472,,,,,,,,,,,,,,,,,,,
1.150115,,,,,,,,,,,,,,,,-0.001143,,,,,,,,
1.150972,,,,,,,,,,,,,,,,,,,,,0.160984,,,
1.15211,,,,,,,,,,0.463242,,,,,,,,,,,,,,
1.152275,,,0.626506,,,,,,,,,,,,,,,,,,,,,
1.153898,,,,,,,,,,,,,,,,,,0.002638,,,,,,
1.154063,,,,,,,,,,,,,,,,,,,,,,,,0.188641
1.154341,,,,,,,,,,,,,,,,,0.078045,,,,,,,
1.155184,,,,,,,0.308981,,,,,,,,,,,,,,,,,
1.155553,,,,,,,,,,,,,,,,,,,,,,,0.098786,
1.155688,,,,,,,,,,,,,,,,,,,0.296729,,,,,
1.155936,,,,,,,,,,,,0.437132,,,,,,,,,,,,
1.156018,,,,,,,,,,,0.41738,,,,,,,,,,,,,
1.156593,,,,,,,,0.18802,,,,,,,,,,,,,,,,
1.156666,,,,,,,,,,,,,,,,,,,,0.159114,,,,
1.156787,,,,,,,,,,,,,,,,,,,,,,,0.110728,
1.15682,,,,,,,,,,,,,0.349516,,,,,,,,,,,
1.156896,0.319354,,,,,,,,,,,,,,,,,,,,,,,
1.157456,,0.360685,,,,,,,,,,,,,,,,,,,,,,
1.15784,,,,0.194935,,,,,,,,,,,,,,,,,,,,
1.158179,,,,,,,,,,,,,,,,,,,0.311817,,,,,
1.158484,,,,,0.550962,,,,,,,,,,,,,,,,,,,
1.158778,,,0.634005,,,,,,,,,,,,,,,,,,,,,
1.159697,,,,,,,,,,,,0.445653,,,,,,,,,,,,
1.160441,,,,,,,,,,,,,,,,,,,,,0.166036,,,
1.161337,,,,,,,0.312768,,,,,,,,,,,,,,,,,
1.161613,,,,,,,,0.202486,,,,,,,,,,,,,,,,
1.162669,,,,,,,,,,,,,,0.033452,,,,,,,,,,
1.162881,,,,,,,,,,,,,,,,,,,,,,,,0.201233
1.164254,,,,,,,,,,,,0.454572,,,,,,,,,,,,
1.164851,,,,,,,,,,,,,,,,,,,,0.171703,,,,
1.165061,,,,,,,,,,,,,,,,,0.088128,,,,,,,
1.165404,,,,,,,,,,0.455109,,,,,,,,,,,,,,
1.166112,,,,,,,,,,,0.424948,,,,,,,,,,,,,
1.166967,,,,,0.569189,,,,,,,,,,,,,,,,,,,
1.167614,0.330065,,,,,,,,,,,,,,,,,,,,,,,
1.167652,,,,,,,,,0.063,,,,,,,,,,,,,,,
1.167898,,,,,,,,0.216956,,,,,,,,,,,,,,,,
1.168137,,,,,,,,,,,,,,,,,,,,,,,0.121441,
1.168607,,,,,,,0.312316,,,,,,,,,,,,,,,,,
1.16919,,,,0.205648,,,,,,,,,,,,,,,,,,,,
1.170031,,,0.647501,,,,,,,,,,,,,,,,,,,,,
1.170076,,,,,,,,,,,,,0.356464,,,,,,,,,,,
1.170524,,,,,,,,,,,,,,,,,,,,,0.178002,,,
1.171008,,,,,,,,,,,,0.460528,,,,,,,,,,,,
1.171435,,,,,,,,,,,,,,,,,,,0.318764,,,,,
1.171977,,0.371945,,,,,,,,,,,,,,,,,,,,,,
1.172611,,,,,,,,,,,,,,,,,0.101973,,,,,,,
1.172964,,,,,,,,,,,,,,,,,,,,,,,,0.213199
1.174122,,,,,,,0.3183,,,,,,,,,,,,,,,,,
1.174814,,,,,,,,0.231427,,,,,,,,,,,,,,,,
1.174936,,,,,,,,,,,,,,,,,,,,0.183041,,,,
1.17498,,,,,,,,,,,,0.464497,,,,,,,,,,,,
1.175495,,,,0.211949,,,,,,,,,,,,,,,,,,,,
1.175921,,,,,,,,,,,,,,0.042285,,,,,,,,,,
1.176197,,,,,,,,,,,0.436286,,,,,,,,,,,,,
1.178332,0.340776,,,,,,,,,,,,,,,,,,,,,,,
1.179289,,,0.656753,,,,,,,,,,,,,,,,,,,,,
1.179489,,,,,,,,,,,,,,,,,,,,,,,0.131526,
1.179536,,,,,,,,,,,,0.473416,,,,,,,,,,,,
1.179637,,,,,,,0.324441,,,,,,,,,,,,,,,,,
1.179834,,,,,,,,0.245893,,,,,,,,,,,,,,,,
1.179948,,,,,,,,,,0.452634,,,,,,,,,,,,,,
1.179982,,0.380695,,,,,,,,,,,,,,,,,,,,,,
1.180254,,,,,,,,,,,,,,,,,,,0.330727,,,,,
1.180464,,,,,0.588427,,,,,,,,,,,,,,,,,,,
1.18143,,,,,,,,,,,,,0.36592,,,,,,,,,,,
1.181879,,,,,,,,,,,,,,,,,,,,,0.18683,,,
1.182062,,,,,,,,,,,,,,,,,0.113937,,,,,,,
1.183047,,,,,,,,,,,,,,,,,,,,,,,,0.225165
1.18313,,,,,,,,,,,0.443845,,,,,,,,,,,,,
1.183753,,,,,,,,,,,,,,,,,,,,0.195633,,,,
1.184029,,,,,,,,,0.085665,,,,,,,,,,,,,,,
1.184853,,,,,,,,0.260988,,,,,,,,,,,,,,,,
1.185483,,,,,,,,,,,,0.483725,,,,,,,,,,,,
1.186213,,,,0.22266,,,,,,,,,,,,,,,,,,,,
1.187073,,,,,,,0.321005,,,,,,,,,,,,,,,,,
1.187785,0.352112,,,,,,,,,,,,,,,,,,,,,,,
1.187791,,,0.667249,,,,,,,,,,,,,,,,,,,,,
1.187804,,,,,,,,,,,,,,,,,,,0.344572,,,,,
1.188739,,0.389197,,,,,,,,,,,,,,,,,,,,,,
1.189174,,,,,,,,,,,,,,0.050489,,,,,,,,,,
1.189432,,,,,,,,,,,,,,,,,,,,,0.199418,,,
1.189618,,,,,,,,,,,,,0.377253,,,,,,,,,,,
1.190206,,,,,,,,,,,,,,,,,,,,,,,0.142865,
1.191303,,,,,,,,,,,,,,,,,,,,0.209477,,,,
1.191513,,,,,,,,,,,,,,,,,0.125902,,,,,,,
1.191937,,,,,,,,,,0.460835,,,,,,,,,,,,,,
1.192031,,,,,,,,,,,,0.492649,,,,,,,,,,,,
1.192196,,,,,0.611151,,,,,,,,,,,,,,,,,,,
1.193529,,,,,,,0.330134,,,,,,,,,,,,,,,,,
1.193593,,,,,,,,,,,,,,,0.008763,,,,,,,,,
1.19367,,,,,,,,0.273579,,,,,,,,,,,,,,,,
1.193763,,,,,,,,,,,,,,,,,,,,,,,,0.236505
1.194482,,,,,,,,,,,0.453929,,,,,,,,,,,,,
1.194722,,,,,,,,,,,,,,,,,,,0.358415,,,,,
1.196072,,,,,,,,,,0.466024,,,,,,,,,,,,,,
1.196275,,,,,,,,,,,,,,,0.010997,,,,,,,,,
1.196295,,,,0.235254,,,,,,,,,,,,,,,,,,,,
1.196955,,,,,,,,,,,,,,,,,,,,0.223945,,,,
1.197241,,0.399943,,,,,,,,,,,,,,,,,,,,,,
1.197589,,,,,,,,,,,,0.498997,,,,,,,,,,,,
1.19831,,,,,,,,,,,,,,,0.01313,,,,,,,,,
1.198502,0.363452,,,,,,,,,,,,,,,,,,,,,,,
1.199295,,,0.681245,,,,,,,,,,,,,,,,,,,,,
1.199696,,,,,,,,,,,,,,,,,0.13912,,,,,,,
1.200355,,,,,,,,,,,,0.507516,,,,,,,,,,,,
1.200543,,,,,,,,,,,,,,,0.015956,,,,,,,,,
1.200588,,,,,,,,0.287422,,,,,,,,,,,,,,,,
1.201416,,,,,,,,,,,,,,,,,,,,,0.209504,,,
1.201555,,,,,,,,,,,,,,,,,,,,,,,0.154206,
1.201793,,,,,,,,,,,,,,0.05932,,,,,,,,,,
1.202077,,,,,,,,,,0.472025,,,,,,,,,,,,,,
